"id","TotalTime","RecipeCategory","Calories","FatContent","ConcentratedFatContent","CholesterolContent","SodiumContent","CarbohydratesContent","FiberContent","SugarContent","ProteinContent","name","ingredients","steps","tags","disease"
"5185","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","2"
"5316","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","3"
"5446","PT10M","Breakfast","248","9.9","3.3","372","143.2","27.7","3.1","14.8","13.8","2 Ingredients (Eggs &amp; Banana) Pancakes","['eggs', 'banana', 'cooking spray']","['Mash ripe banana well, add in whisk eggs.', 'Warm non stick or cast iron pan to medium, spray with oil.  Cook silver dollar size pancakes 30 seconds on each side and serve.', '(We use a small amount of maple syrup or agave on our pancakes).']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'pancakes-and-waffles', 'breakfast', 'eggs-dairy', 'fruit', 'easy', 'beginner-cook', 'dietary', 'low-sodium', 'gluten-free', 'low-calorie', 'free-of-something', 'low-in-something', 'number-of-servings', '3-steps-or-less']","1"
"5467","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","2"
"5469","PT20M","Breakfast","162.5","12","5.5","267.5","414.6","1.7","0.3","0.8","11.4","Doctored-Up Scrambled Eggs","['eggs', 'milk', 'tomatoes', 'green bell pepper', 'parsley', 'salt', 'pepper', 'butter', 'ham']","['Combine everything but the butter and ham. Stir, and mix well; set aside.', 'Melt the butter in a large skillet over medium heat.  Add the ham, and cook for 2 minutes, stirring constantly.', 'Add the egg mixture to the skillet.  Cook, without stirring, until the egg mixture begins to set on the bottom.  Draw a spatula across the bottom of the pan to form large curds. Continue cooking until the eggs are firm, but still moist (do not stir constantly).', 'Serve immediately.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'american', 'easy', 'eggs', 'stove-top', 'dietary', 'low-carb', 'inexpensive', 'low-in-something', 'equipment', 'presentation', 'served-hot']","1"
"5542","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","3"
"5580","PT20M","Breakfast","162.5","12","5.5","267.5","414.6","1.7","0.3","0.8","11.4","Doctored-Up Scrambled Eggs","['eggs', 'milk', 'tomatoes', 'green bell pepper', 'parsley', 'salt', 'pepper', 'butter', 'ham']","['Combine everything but the butter and ham. Stir, and mix well; set aside.', 'Melt the butter in a large skillet over medium heat.  Add the ham, and cook for 2 minutes, stirring constantly.', 'Add the egg mixture to the skillet.  Cook, without stirring, until the egg mixture begins to set on the bottom.  Draw a spatula across the bottom of the pan to form large curds. Continue cooking until the eggs are firm, but still moist (do not stir constantly).', 'Serve immediately.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'american', 'easy', 'eggs', 'stove-top', 'dietary', 'low-carb', 'inexpensive', 'low-in-something', 'equipment', 'presentation', 'served-hot']","3"
"5629","PT10M","Breakfast","248","9.9","3.3","372","143.2","27.7","3.1","14.8","13.8","2 Ingredients (Eggs &amp; Banana) Pancakes","['eggs', 'banana', 'cooking spray']","['Mash ripe banana well, add in whisk eggs.', 'Warm non stick or cast iron pan to medium, spray with oil.  Cook silver dollar size pancakes 30 seconds on each side and serve.', '(We use a small amount of maple syrup or agave on our pancakes).']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'pancakes-and-waffles', 'breakfast', 'eggs-dairy', 'fruit', 'easy', 'beginner-cook', 'dietary', 'low-sodium', 'gluten-free', 'low-calorie', 'free-of-something', 'low-in-something', 'number-of-servings', '3-steps-or-less']","3"
"5657","PT20M","Breakfast","162.5","12","5.5","267.5","414.6","1.7","0.3","0.8","11.4","Doctored-Up Scrambled Eggs","['eggs', 'milk', 'tomatoes', 'green bell pepper', 'parsley', 'salt', 'pepper', 'butter', 'ham']","['Combine everything but the butter and ham. Stir, and mix well; set aside.', 'Melt the butter in a large skillet over medium heat.  Add the ham, and cook for 2 minutes, stirring constantly.', 'Add the egg mixture to the skillet.  Cook, without stirring, until the egg mixture begins to set on the bottom.  Draw a spatula across the bottom of the pan to form large curds. Continue cooking until the eggs are firm, but still moist (do not stir constantly).', 'Serve immediately.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'american', 'easy', 'eggs', 'stove-top', 'dietary', 'low-carb', 'inexpensive', 'low-in-something', 'equipment', 'presentation', 'served-hot']","3"
"5726","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","1"
"5734","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","3"
"5757","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","1"
"5857","PT20M","Breakfast","162.5","12","5.5","267.5","414.6","1.7","0.3","0.8","11.4","Doctored-Up Scrambled Eggs","['eggs', 'milk', 'tomatoes', 'green bell pepper', 'parsley', 'salt', 'pepper', 'butter', 'ham']","['Combine everything but the butter and ham. Stir, and mix well; set aside.', 'Melt the butter in a large skillet over medium heat.  Add the ham, and cook for 2 minutes, stirring constantly.', 'Add the egg mixture to the skillet.  Cook, without stirring, until the egg mixture begins to set on the bottom.  Draw a spatula across the bottom of the pan to form large curds. Continue cooking until the eggs are firm, but still moist (do not stir constantly).', 'Serve immediately.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'american', 'easy', 'eggs', 'stove-top', 'dietary', 'low-carb', 'inexpensive', 'low-in-something', 'equipment', 'presentation', 'served-hot']","1"
"5903","PT10M","Breakfast","248","9.9","3.3","372","143.2","27.7","3.1","14.8","13.8","2 Ingredients (Eggs &amp; Banana) Pancakes","['eggs', 'banana', 'cooking spray']","['Mash ripe banana well, add in whisk eggs.', 'Warm non stick or cast iron pan to medium, spray with oil.  Cook silver dollar size pancakes 30 seconds on each side and serve.', '(We use a small amount of maple syrup or agave on our pancakes).']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'pancakes-and-waffles', 'breakfast', 'eggs-dairy', 'fruit', 'easy', 'beginner-cook', 'dietary', 'low-sodium', 'gluten-free', 'low-calorie', 'free-of-something', 'low-in-something', 'number-of-servings', '3-steps-or-less']","2"
"5914","PT3H8M","Breakfast","392.5","24.4","9","81.8","945.4","23.5","0.9","17.9","19.7","TSR Version of Jimmy Dean meat Breakfast Sausage by Todd Wilbur","['ground meat', 'salt', 'dried parsley', 'rubbed sage', 'fresh coarse ground black pepper', 'dried thyme', 'crushed red pepper flakes', 'coriander', 'msg', 'ground meat', 'salt', 'cayenne pepper', 'rubbed sage', 'fresh coarse ground black pepper', 'crushed red pepper flakes', 'coriander', 'msg', 'ground meat', 'maple syrup', 'salt', 'msg', 'coriander']","['Combine all ingredients for the flavor of your choice in a medium bowl.', 'Form the sausage into patties and cook in a skillet over medium heat until brown.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'breakfast', 'meat', 'easy', 'copycat', 'meat', 'meat-sausage', 'novelty', '3-steps-or-less']","2"
"5916","PT50M","Breakfast","569","40.5","15.5","179","664.7","34.5","1.1","3.8","16.8","Panera Bread's Spinach Artichoke Baked Egg Souffle ByTodd Wilbur","['frozen spinach', 'artichoke hearts', 'onions', 'red bell pepper', 'eggs', 'milk', 'heavy cream', 'shredded cheddar cheese', 'monterey jack cheese', 'parmesan cheese', 'salt', 'pillsbury refrigerated crescent dinner rolls', 'butter', 'asiago cheese']","['Preheat oven to 375 degrees F.', 'Combine spinach, artichoke hearts, onion, and red bell pepper in a small bowl. Add 2 tablespoons of water, cover bowl with plastic wrap and poke a few holes in the plastic. Microwave on high for 3 minutes.', 'Beat 4 eggs. Mix in milk, cream, cheddar cheese, Jack cheese, Parmesan, and salt. Stir in spinach, artichoke, onion, and bell pepper.', ""Microwave egg mixture for 30 seconds on high, and then stir it. Do this 4 to 5 more times or until you have a very runny scrambled egg mixture. This process will tighten up the eggs enough so that the dough won't sink into the eggs when it's folded over."", ""Unroll and separate the crescent dough into four rectangles. In other words, don't tear the dough along the perforations that make triangles. Instead, pinch the dough together along those diagonal perforations so that you have four rectangles. Use some flour on the dough and roll across the width of the rectangle with a rolling pin so that each piece of dough stretches out into a square that is approximately 6 inches by 6 inches."", 'Brush melted butter inside four 4-inch baking dishes or ramekins. Line each ramekin with the dough, then spoon equal amounts of egg mixture into each ramekin. Sprinkle 1 tablespoon of asiago cheese on top of the egg mixture in each ramekin, and then gently fold the dough over the mixture.', 'Beat the last egg in a small bowl, then brush beaten egg over the top of the dough in each ramekin.', 'Bake for 25 to 30 minutes or until dough is brown. Remove from oven and cool for 5 minutes, then carefully remove the soufflés from each ramekin and serve hot.', '*Serves 4.', 'Tidbits: You can make the spinach and bacon version of this dish by substituting 4 pieces of cooked and crumbled bacon for the artichoke hearts. Simply leave the artichoke out of the recipe above, and then add the bacon to the egg mixture before you microwave it.', ""If you'd like to make bigger souffles, double up on all the filling ingredients, and bake the souffles in 6-inch ramekins. You will also have to extend the baking time by 5 minutes."", 'Originally from:  http://abcnews.go.com/GMA/Recipes/story?id=4310959&amp;page=1.']","['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'breakfast', 'brunch']","3"
"5934","PT30M","Breakfast","3488.3","263.2","73.1","308.4","3906.5","230.9","7.9","217.1","60.3","Original Praline Bacon Recipe","['bacon', 'cane syrup', 'brown sugar', 'pecans']","['Preheat the oven to 400 degrees F.', 'Place a wire rack on a sheet tray. Combine the Pecans and brown sugar. Lay the bacon side by side on the rack, place in the preheated oven for about 15-20 minutes, or until the bacon is sizzling and starting to brown around the edges. The object is for the bacon to cook about 3/4 of the way through before adding the topping.', 'Mix the 3 remaining ingredients.', 'Push the partially cooked bacon as close together as possible on the rack and brush with the cane syrup, this will give the topping something to grab on to. Cover generously with the Pecan/brown sugar topping. Place back in the oven for about 10 minutes more or until the topping is bubbly and the bacon is good and brown. Let cool.', 'As the Praline Bacon cools it will set up and have a nice chewy bite to it.']","['bacon', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', '5-ingredients-or-less', 'breakfast', 'side-dishes', 'meat', 'american', 'southern-united-states', 'easy', 'beginner-cook', 'meat', 'from-scratch']","3"
"5950","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","3"
"5957","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","1"
"6034","PT3H8M","Breakfast","392.5","24.4","9","81.8","945.4","23.5","0.9","17.9","19.7","TSR Version of Jimmy Dean meat Breakfast Sausage by Todd Wilbur","['ground meat', 'salt', 'dried parsley', 'rubbed sage', 'fresh coarse ground black pepper', 'dried thyme', 'crushed red pepper flakes', 'coriander', 'msg', 'ground meat', 'salt', 'cayenne pepper', 'rubbed sage', 'fresh coarse ground black pepper', 'crushed red pepper flakes', 'coriander', 'msg', 'ground meat', 'maple syrup', 'salt', 'msg', 'coriander']","['Combine all ingredients for the flavor of your choice in a medium bowl.', 'Form the sausage into patties and cook in a skillet over medium heat until brown.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'breakfast', 'meat', 'easy', 'copycat', 'meat', 'meat-sausage', 'novelty', '3-steps-or-less']","1"
"6151","PT6H30M","Breakfast","741.8","53.8","24.4","373.7","1306.3","31.6","2.3","2.9","34.3","Breakfast Casserole in the Crock Pot","['frozen hash browns', 'eggs', 'milk', 'ground mustard', 'sausage', 'salt', 'shredded cheddar cheese', 'garlic cloves', 'onion', 'pepper', 'nutmeg']","['Spray crock pot and evenly spread hash browns at the bottom.', 'Crack 12 eggs in a large bowl.', 'Mix well (and slowly) using a whisk.', 'Add the milk.', ""Go ahead and sprinkle in the ground mustard. This might sound like a weird ingredient, but I've come to love (and use) this in most of my recipes."", 'Add plenty of salt, the nutmeg and lots of fresh pepper. Mix well and set aside.', 'Cook the sausage on high heat, drain and set aside. Using the leftover fat from the sausage, sauté the garlic and onions until translucent.', 'Add sausage, onions and garlic on top of hash browns.', 'Is this enough cheese? Maybe? Probably. Throw the whole big bag in there.', ""Mix it up well. Or good, depending on where you're from."", ""Pour the egg mixture over everything in the crock pot. Using a wood spoon, even everything out so it's spread evenly."", 'Turn the crock pot on low for 5-7 hours. Crockpots vary so yours may need more or less time.']","['course', 'preparation', 'occasion', 'breakfast', 'easy', 'holiday-event', 'dietary', 'christmas', 'oamc-freezer-make-ahead', 'low-carb', 'low-in-something', 'brunch']","1"
"6204","PT1H15M","Breakfast","78.6","6.9","2.1","7.3","516.3","1","0.2","0.2","3.4","Parmesan Hash Brown Cups","['simply potatoes%26reg%3b shredded hash browns', 'green onions', 'parmesan cheese', 'kosher salt', 'black pepper', 'olive oil']","['Preheat oven to 350 degrees. Coat 12 muffin tins with cooking spray; set aside. In large bowl, combine potatoes, onions, cheese, salt, and pepper. Toss lightly with a fork. Drizzle on olive oil. Toss with fork again until mixture is well combined. Spoon mixture evenly into 12 muffin cups. With the back of the spoon, apply gentle pressure to pack mixture into each cup. Bake for 60-75 minutes in lower third of oven. Let rest for 5 minutes, run a small knife or spatula around the edge of each cup, making sure the edges are loosened. Gently lift each potato cup out, invert it, place on serving plate bottom side up. Good served warm or room temperature.', 'MAKE AHEAD FOR COOKING LATER: Combine mixture, spoon it into muffin tins, cover with plastic wrap, and refrigerate until ready to bake. Remove from fridge 30 minutes before baking time. May be made the night before to cook and serve for breakfast the next day.', 'MAKE AND COOK AHEAD FOR REHEATING LATER: These are best when eaten freshly baked. However, they can be baked ahead of time, refrigerated or frozen, and reheated before serving. They lose some of their crispiness when reheated, but the texture and taste is still good.', 'FOR BITE-SIZE TATER TOTS - make them in mini muffin pans.']","['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'low-protein', 'very-low-carbs', 'breakfast', 'potatoes', 'vegetables', 'dietary', 'low-cholesterol', 'low-calorie', 'low-carb', 'low-in-something', 'onions', 'brunch', '4-hours-or-less']","2"
"6207","PT35M","Breakfast","152.8","13.5","6.8","171.4","185.1","1.4","0","1.1","6.4","Oopsie Bread","['eggs', 'cream cheese', 'salt', 'psyllium husks', 'baking powder']","['Separate the eggs, with the egg whites in one bowl and the egg yolks in another.', 'Whip the egg whites together with the salt until very stiff. You should be able to turn the bowl over without the egg whites moving.', 'Mix the egg yolks and the cream cheese well. If you choose, add the psyllium seed husk and baking powder (this makes the Oopsie more bread-like).', 'Gently fold the egg whites into the egg yolk mix – try to keep the air in the egg whites.', 'Put 6 large or 8 smaller oopsies on a baking tray.', 'Bake in the middle of the oven at 150° C (300° F) for about 25 minutes – until they turn golden.', 'You can eat Oopsies as bread or use them as a bun for a hotdog or hamburger. You can also put different kinds of seeds on them before baking them, for instance poppy, sesame or sunflower seeds. One big Oopsie can be used for a swiss roll: Add a generous layer of whipped cream and some berries. Enjoy.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', '5-ingredients-or-less', 'very-low-carbs', 'breakfast', 'desserts', 'eggs-dairy', 'easy', 'diabetic', 'dietary', 'low-carb', 'inexpensive', 'low-in-something', 'brunch']","1"
"6208","PT10M","Breakfast","248","9.9","3.3","372","143.2","27.7","3.1","14.8","13.8","2 Ingredients (Eggs &amp; Banana) Pancakes","['eggs', 'banana', 'cooking spray']","['Mash ripe banana well, add in whisk eggs.', 'Warm non stick or cast iron pan to medium, spray with oil.  Cook silver dollar size pancakes 30 seconds on each side and serve.', '(We use a small amount of maple syrup or agave on our pancakes).']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'pancakes-and-waffles', 'breakfast', 'eggs-dairy', 'fruit', 'easy', 'beginner-cook', 'dietary', 'low-sodium', 'gluten-free', 'low-calorie', 'free-of-something', 'low-in-something', 'number-of-servings', '3-steps-or-less']","2"
"6214","PT10M","Breakfast","248","9.9","3.3","372","143.2","27.7","3.1","14.8","13.8","2 Ingredients (Eggs &amp; Banana) Pancakes","['eggs', 'banana', 'cooking spray']","['Mash ripe banana well, add in whisk eggs.', 'Warm non stick or cast iron pan to medium, spray with oil.  Cook silver dollar size pancakes 30 seconds on each side and serve.', '(We use a small amount of maple syrup or agave on our pancakes).']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'pancakes-and-waffles', 'breakfast', 'eggs-dairy', 'fruit', 'easy', 'beginner-cook', 'dietary', 'low-sodium', 'gluten-free', 'low-calorie', 'free-of-something', 'low-in-something', 'number-of-servings', '3-steps-or-less']","3"
